Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,State
Joe Arlauckas,1,9,34,13,8,3.0,4.0,0.326,,0.75,"Jul 20, 1965",Rochester,New York
Hilton Armstrong,6,292,880,766,102,90.0,142.0,0.501,0.286,0.582,"Nov 11, 1984",Peekskill,New York
Jesse Arnelle,1,31,147,170,18,,,0.317,,0.623,"Dec 30, 1933",New Rochelle,New York
Johnny Bach,1,34,119,,25,,,0.286,,0.68,"Jul 10, 1924",Brooklyn,New York
Renaldo Balkman,6,221,894,769,132,164.0,104.0,0.51,0.172,0.542,"Jul 14, 1984",Staten Island,New York
Erick Barkley,2,27,77,21,40,19.0,1.0,0.356,0.267,0.9,"Feb 21, 1978",Queens,New York
Andre Barrett,4,67,219,71,135,29.0,1.0,0.369,0.246,0.727,"Feb 21, 1982",Bronx,New York
Brent Barry,14,912,8488,2780,2892,955.0,253.0,0.46,0.405,0.823,"Dec 31, 1971",Hempstead,New York
Eddie Basden,1,19,39,28,8,9.0,2.0,0.405,0.143,0.8,"Feb 15, 1983",New York,New York
Ron Behagen,7,388,3977,2712,624,290.0,160.0,0.425,,0.754,"Jan 14, 1951",New York,New York
Walter Berry,3,205,2882,971,292,122.0,151.0,0.539,0.2,0.638,"May 14, 1964",New York,New York
Wesley Bialosuknia,1,70,608,89,57,,,0.418,0.397,0.78,"Jun 8, 1945",Poughkeepsie,New York
Al Bianchi,10,687,5550,1722,1497,,,0.374,,0.707,"Mar 26, 1932",Long Island City,New York
Joe Binion,1,11,14,18,1,2.0,2.0,0.4,,0.6,"Mar 26, 1961",Rochester,New York
James Blackwell,1,13,18,11,11,4.0,0.0,0.615,,0.667,"Feb 25, 1968",Mount Kisco,New York
Andray Blatche,9,564,5706,3024,798,492.0,458.0,0.467,0.237,0.725,"Aug 22, 1986",Syracuse,New York
Mike Bloom,2,93,634,,70,,,0.255,,0.713,"Jan 14, 1915",New York,New York
Mark Blount,9,605,4941,2784,513,327.0,508.0,0.504,0.359,0.723,"Nov 30, 1975",Dobbs Ferry,New York
Curtis Borchardt,2,83,258,278,64,14.0,46.0,0.421,0,0.742,"Sep 13, 1980",Buffalo,New York
Jim Bostic,1,4,26,16,3,0.0,0.0,0.545,,0.4,"Jan 28, 1953",Brooklyn,New York
Harry Boykoff,2,109,1105,220,209,,,0.4,,0.765,"Jul 24, 1922",Brooklyn,New York
Steve Bracey,3,187,1141,291,408,74.0,6.0,0.466,,0.684,"Aug 1, 1950",Brooklyn,New York
Elton Brand,17,1058,16827,9040,2184,940.0,1828.0,0.5,0.095,0.736,"Mar 11, 1979",Cortlandt Manor,New York
Jim Brasco,1,20,77,24,21,,,0.266,,0.794,"Feb 3, 1931",Brooklyn,New York
Carl Braun,13,788,10625,2122,2892,,,0.383,,0.804,"Sep 25, 1927",Brooklyn,New York
Pete Brennan,1,16,40,31,6,,,0.302,,0.56,"Sep 23, 1936",Brooklyn,New York
Frank Brickowski,12,731,7302,3410,1384,644.0,285.0,0.519,0.324,0.74,"Aug 14, 1959",Bayville,New York
Aud Brindley,1,12,34,,1,,,0.286,,0.857,"Dec 31, 1923",Mineola,New York
Dave Britton,1,2,4,2,3,1.0,0.0,0.667,,,"Aug 29, 1958",New York,New York
Chucky Brown,13,694,4125,2148,549,228.0,216.0,0.491,0.227,0.699,"Feb 29, 1968",New York,New York
Damone Brown,4,39,108,52,19,5.0,7.0,0.336,0.286,0.667,"Jun 28, 1979",Buffalo,New York
Ernest Brown,1,3,3,6,0,0.0,1.0,0.167,,0.25,"May 17, 1979",Bronx,New York
Larry Brown*,5,376,4229,1005,2509,,,0.412,0.23,0.813,"Sep 14, 1940",Brooklyn,New York
Roger Brown*,8,605,10498,3758,2315,103.0,81.0,0.469,0.321,0.791,"May 22, 1942",Brooklyn,New York
George Bruns,1,13,86,8,36,,,0.47,0.5,0.815,"Aug 30, 1946",Brooklyn,New York
Rick Brunson,9,337,1090,447,876,201.0,21.0,0.378,0.362,0.693,"Jun 14, 1972",Syracuse,New York
George Bucci,1,33,128,37,15,12.0,3.0,0.403,0,0.683,"Jul 9, 1953",Cornwall,New York
Walt Budko,4,253,2037,684,471,,,0.342,,0.757,"Jul 30, 1925",Brooklyn,New York
Dick Bunt,1,26,92,28,17,,,0.276,,0.708,"Jul 13, 1930",Queens,New York
Steve Burtt,4,101,584,92,123,49.0,13.0,0.426,0.143,0.695,"Nov 5, 1962",New York,New York
Al Butler,4,234,2282,696,530,,,0.439,,0.739,"Jul 9, 1938",Rochester,New York
Marty Byrnes,4,263,1495,586,409,102.0,34.0,0.463,0.326,0.736,"Apr 30, 1956",Syracuse,New York
Rick Carlisle,5,188,422,141,201,42.0,9.0,0.422,0.229,0.775,"Oct 27, 1959",Ogdensburg,New York
George Carter,8,479,8683,3243,959,164.0,48.0,0.445,0.301,0.813,"Jan 10, 1944",Buffalo,New York
Reggie Carter,2,135,471,164,206,58.0,8.0,0.388,0,0.772,"Oct 10, 1957",New York,New York
Duane Causwell,11,541,2648,2273,243,220.0,767.0,0.507,0.286,0.618,"May 31, 1968",Queens Village,New York
Al Cervi*,4,202,1591,261,648,,,0.359,,0.839,"Feb 12, 1917",Buffalo,New York
Lionel Chalmers,1,36,111,31,51,13.0,0.0,0.336,0.245,0.625,"Nov 10, 1980",Albany,New York
Lorenzo Charles,1,36,122,39,8,2.0,6.0,0.557,,0.667,"Nov 25, 1963",Brooklyn,New York
Derrick Chievous,3,154,1086,364,110,77.0,17.0,0.443,0.242,0.755,"Jul 3, 1967",New York,New York
Stephen Chubin,3,226,2904,861,885,,,0.398,0.196,0.82,"Feb 8, 1944",New York,New York
Speedy Claxton,7,334,3096,830,1441,503.0,40.0,0.409,0.193,0.762,"May 08, 1978",Queens,New York
Marty Conlon,9,379,2454,1310,378,148.0,73.0,0.498,0.2,0.735,"Jan 19, 1968",Bronx,New York
Chuck Connors,2,53,239,,41,,,0.252,,0.471,"Apr 10, 1921",Brooklyn,New York
Omar Cook,2,22,37,13,46,16.0,1.0,0.333,0,0.5,"Jan 28, 1982",Brooklyn,New York
Larry Costello,12,706,8622,2705,3215,,,0.438,,0.841,"Jul 2, 1931",Minoa,New York
Bob Cousy*,14,924,16960,4786,6955,,,0.375,,0.803,"Aug 9, 1928",New York,New York
Freddie Crawford,5,297,2031,746,610,,,0.446,,0.595,"Dec 23, 1941",New York,New York
Charlie Criss,8,418,3534,592,1335,366.0,21.0,0.432,0.179,0.831,"Nov 6, 1948",Valhalla,New York
Billy Cunningham*,11,770,16310,7981,3305,390.0,66.0,0.452,0.263,0.73,"Jun 3, 1943",Brooklyn,New York
Lloyd Daniels,5,200,1411,440,312,102.0,61.0,0.403,0.316,0.743,"Sep 4, 1967",Brooklyn,New York
Charlie Davis,3,144,1287,219,319,2.0,0.0,0.408,,0.806,"Sep 7, 1949",New York,New York
Mel Davis,4,190,1008,816,164,66.0,22.0,0.376,,0.709,"Nov 9, 1950",New York,New York
Mike Davis,4,242,2443,511,412,,,0.424,0.261,0.765,"Jul 26, 1946",Brooklyn,New York
Terry Dehere,6,402,3235,588,1034,213.0,36.0,0.411,0.378,0.779,"Sep 12, 1971",New York,New York
Joe DePre,3,119,830,226,185,,,0.477,0.2,0.735,"Dec 19, 1947",Westbury,New York
Dave Deutsch,1,19,21,21,15,,,0.167,,0.45,"May 13, 1945",Brooklyn,New York
Connie Dierking,10,706,7094,4757,1053,,,0.417,,0.697,"Oct 2, 1936",Brooklyn,New York
Ike Diogu,6,225,1348,689,69,36.0,65.0,0.509,0.5,0.786,"Sep 11, 1983",Buffalo,New York
Billy Donovan,1,44,105,25,87,16.0,1.0,0.404,0,0.81,"May 30, 1965",Rockville Centre,New York
Quincy Douby,3,143,588,152,93,50.0,21.0,0.389,0.312,0.884,"May 16, 1984",Brooklyn,New York
Sonny Dove,5,222,2458,1334,219,,,0.457,0.222,0.647,"Aug 16, 1945",Brooklyn,New York
Danny Doyle,1,4,16,8,3,,,0.5,,0.8,"Feb 6, 1940",Long Island City,New York
Andre Drummond,5,334,4435,4237,220,398.0,521.0,0.551,0.308,0.387,"Aug 10, 1993",Mount Vernon,New York
Bob Duffy,3,94,400,104,167,,,0.396,,0.649,"Sep 26, 1940",Cold Spring,New York
Walter Dukes,8,553,5765,6223,608,,,0.369,,0.7,"Jun 23, 1930",Rochester,New York
Mike Dunleavy,11,438,3496,689,1723,329.0,25.0,0.467,0.339,0.81,"Mar 21, 1954",Brooklyn,New York
Dennis DuVal,2,50,96,31,34,22.0,4.0,0.361,,0.667,"Mar 31, 1952",Westbury,New York
Cleanthony Early,2,56,241,123,42,26.0,15.0,0.346,0.263,0.75,"Apr 17, 1991",Middletown,New York
Devin Ebanks,3,63,224,122,24,18.0,12.0,0.385,0.222,0.722,"Oct 28, 1989",Queens,New York
Franklin Edwards,7,296,1802,300,774,249.0,21.0,0.449,0.03,0.795,"Feb 2, 1959",New York,New York
Mario Elie,11,732,6265,2017,1875,671.0,129.0,0.473,0.365,0.854,"Nov 26, 1963",New York,New York
Leroy Ellis,14,1048,10176,8709,1405,146.0,151.0,0.442,,0.728,"Mar 10, 1940",Far Rockaway,New York
Len Elmore,10,658,3948,3360,616,582.0,674.0,0.41,0.2,0.726,"Mar 28, 1952",New York,New York
Bo Erias,1,18,148,83,26,,,0.347,,0.638,"Jul 30, 1932",Astoria,New York
Julius Erving*,16,1243,30026,10525,5176,2272.0,1941.0,0.506,0.298,0.777,"Feb 22, 1950",Roosevelt,New York
Ray Felix,9,637,6974,5654,456,,,0.412,,0.678,"Dec 10, 1930",New York,New York
Al Ferrari,6,371,2525,830,943,,,0.368,,0.76,"Jul 6, 1933",New York,New York
Vern Fleming,12,893,10125,3012,4293,926.0,105.0,0.498,0.181,0.764,"Feb 4, 1962",New York,New York
Bruce Flowers,1,53,261,180,47,19.0,12.0,0.534,0,0.774,"Jun 13, 1957",Rochester,New York
Jonny Flynn,3,163,1504,307,634,122.0,7.0,0.4,0.338,0.809,"Feb 06, 1989",Niagara Falls,New York
Larry Fogle,1,2,2,3,0,1.0,0.0,0.2,,,"Mar 19, 1953",Brooklyn,New York
Jeff Foote,1,4,4,6,0,0.0,1.0,0.333,,,"Jul 14, 1987",Lockwood,New York
Jimmer Fredette,5,235,1416,236,323,91.0,11.0,0.412,0.381,0.876,"Feb 25, 1989",Glens Falls,New York
Channing Frye,11,747,6914,3579,776,408.0,495.0,0.439,0.39,0.822,"May 17, 1983",White Plains,New York
Sundiata Gaines,3,113,508,175,207,83.0,3.0,0.397,0.301,0.562,"Apr 18, 1986",Jamaica,New York
Taj Gibson,8,535,4989,3412,543,282.0,677.0,0.496,0.043,0.69,"Jun 24, 1985",Brooklyn,New York
Leo Gottlieb,2,84,465,,36,,,0.288,,0.645,"Nov 28, 1920",New York,New York
Butch Graves,1,4,5,2,1,1.0,0.0,0.333,0,0.2,"Jan 5, 1962",Scarsdale,New York
Danny Green,8,422,3806,1433,677,418.0,329.0,0.429,0.405,0.818,"Jun 22, 1987",North Babylon,New York
Luther Green,3,90,384,321,30,,,0.383,0,0.507,"Nov 13, 1946",New York,New York
Si Green,9,504,4636,2152,1655,,,0.387,,0.676,"Aug 20, 1933",New York,New York
Sidney Green,10,679,5080,4128,635,369.0,223.0,0.454,0.037,0.738,"Jan 4, 1961",Brooklyn,New York
Dick Grubar,1,2,4,0,1,,,0.667,,,"Jul 26, 1947",Schenectady,New York
Richie Guerin*,13,848,14676,4278,4211,,,0.416,,0.78,"May 29, 1932",New York,New York
Tom Gugliotta,13,763,9895,5589,2140,1079.0,492.0,0.451,0.284,0.757,"Dec 19, 1969",Huntington Station,New York
Rudy Hackett,2,28,155,91,31,15.0,9.0,0.411,,0.619,"May 10, 1953",Mount Vernon,New York
Zendon Hamilton,6,134,585,464,33,39.0,28.0,0.44,,0.66,"Apr 27, 1975",Floral Park,New York
Maurice Harkless,5,309,2244,1144,248,302.0,178.0,0.464,0.309,0.607,"May 11, 1993",Queens,New York
Jerry Harkness,3,86,618,233,156,,,0.44,0.2,0.665,"May 7, 1940",New York,New York
Tobias Harris,6,333,4467,1903,520,242.0,169.0,0.465,0.326,0.808,"Jul 15, 1992",Islip,New York
Connie Hawkins*,9,616,11528,5450,2556,244.0,150.0,0.479,0.161,0.779,"Jul 17, 1942",Brooklyn,New York
Jim Hayes,1,47,144,45,47,,,0.422,,0.776,"Feb 18, 1948",Rockville Centre,New York
Lazar Hayward,3,72,207,90,35,17.0,8.0,0.347,0.269,0.767,"Nov 26, 1986",Buffalo,New York
Brendan Haywood,13,816,5538,4875,442,320.0,1109.0,0.528,0,0.587,"Nov 27, 1979",New York,New York
Sonny Hertzberg,5,293,2563,260,618,,,0.299,,0.792,"Jul 29, 1922",Brooklyn,New York
Art Heyman,6,310,4030,1461,864,,,0.427,0.281,0.703,"Jun 24, 1941",New York,New York
Roy Hibbert,9,637,6515,4106,879,237.0,1124.0,0.463,0.25,0.753,"Dec 11, 1986",Queens,New York
Armond Hill,8,468,3214,917,2194,548.0,61.0,0.408,0.077,0.829,"Mar 31, 1953",Brooklyn,New York
Julius Hodge,2,23,28,15,18,6.0,0.0,0.44,,0.5,"Nov 18, 1983",New York,New York
Red Holzman*,6,358,2166,344,721,,,0.317,,0.682,"Aug 10, 1920",Brooklyn,New York
Geoff Huston,8,496,4380,684,2509,331.0,32.0,0.483,0.254,0.708,"Nov 8, 1957",Brooklyn,New York
Marc Iavaroni,7,531,2328,1725,514,185.0,200.0,0.459,0,0.71,"Sep 15, 1956",Jamaica,New York
Royal Ivey,10,492,1641,557,501,230.0,38.0,0.406,0.361,0.706,"Dec 20, 1981",Harlem,New York
Greg Jackson,1,49,182,69,96,23.0,9.0,0.415,,0.581,"Aug 2, 1952",Brooklyn,New York
Mark Jackson,17,1296,12489,4963,10334,1608.0,117.0,0.447,0.332,0.77,"Apr 1, 1965",Brooklyn,New York
Tony Jackson,2,138,2190,741,279,,,0.375,0.275,0.851,"Nov 7, 1942",Brooklyn,New York
Mike James,12,595,5863,1324,2075,458.0,38.0,0.417,0.379,0.802,"Jun 23, 1975",Copaigue,New York
Charles Jenkins,2,110,408,100,214,48.0,8.0,0.434,0.182,0.754,"Feb 28, 1989",Brooklyn,New York
Cheese Johnson,1,9,27,14,2,1.0,0.0,0.4,,0.6,"Sep 7, 1957",New York,New York
Eric Johnson,1,48,54,28,64,17.0,2.0,0.238,0.167,0.765,"Feb 7, 1966",Brooklyn,New York
George Johnson,8,464,4214,2610,817,432.0,282.0,0.463,0.189,0.779,"Dec 8, 1956",Brooklyn,New York
Vinnie Johnson,13,984,11825,3109,3212,852.0,253.0,0.464,0.254,0.74,"Sep 1, 1956",Brooklyn,New York
Charles Jones,2,85,296,104,135,48.0,10.0,0.324,0.324,0.622,"Jul 17, 1975",Brooklyn,New York
Hutch Jones,2,13,41,17,4,4.0,0.0,0.425,,0.7,"Sep 1, 1959",Buffalo,New York
Kevin Jones,1,32,95,78,10,9.0,5.0,0.402,,0.6,"Aug 25, 1989",Mount Vernon,New York
Mark Jones,1,6,7,2,5,0.0,0.0,0.5,0,0.5,"Apr 10, 1961",Rochester,New York
Shelton Jones,1,51,244,113,42,21.0,15.0,0.445,0,0.725,"Apr 6, 1966",Copaigue,New York
Adonis Jordan,2,10,21,6,22,3.0,1.0,0.296,0.25,0.5,"Aug 21, 1970",Brooklyn,New York
Michael Jordan*,15,1072,32292,6672,5633,2514.0,893.0,0.497,0.327,0.835,"Feb 17, 1963",Brooklyn,New York
Kevin Joyce,3,180,1906,304,580,170.0,34.0,0.41,0.185,0.786,"Jun 27, 1951",Bayside,New York
George Kaftan,5,212,1594,424,399,,,0.37,,0.65,"Feb 22, 1928",New York,New York
Bob Kauffman,7,525,6049,3682,1429,56.0,22.0,0.477,,0.749,"Jul 13, 1946",Brooklyn,New York
Tommy Kearns,1,1,2,0,0,,,1,,,"Oct 6, 1936",New York,New York
Ryan Kelly,4,155,963,495,211,78.0,81.0,0.38,0.313,0.797,"Apr 09, 1991",Carmel,New York
Tim Kempton,8,280,1259,795,307,121.0,44.0,0.481,0,0.677,"Jan 25, 1964",Jamaica,New York
Billy Kenville,6,345,2434,1206,715,,,0.363,,0.758,"Dec 1, 1930",Elmhurst,New York
Irv Kiffin,1,26,82,40,19,10.0,2.0,0.333,,0.72,"Aug 8, 1951",New York,New York
Sean Kilpatrick,3,62,790,181,102,37.0,5.0,0.439,0.341,0.859,"Jan 06, 1990",Yonkers,New York
Albert King,9,534,6470,2262,1171,452.0,196.0,0.461,0.268,0.791,"Dec 17, 1959",Brooklyn,New York
Bernard King*,14,874,19655,5060,2863,866.0,230.0,0.518,0.172,0.73,"Dec 4, 1956",Brooklyn,New York
Jim Kissane,1,2,6,3,0,,,0.333,,1,"Aug 17, 1946",New Hyde Park,New York
Toby Knight,4,283,3640,1444,335,242.0,185.0,0.519,0,0.74,"May 3, 1955",Bronx,New York
Barry Kramer,2,59,213,113,44,,,0.336,0,0.728,"Nov 10, 1942",Schenectady,New York
Mitch Kupchak,9,510,5202,2730,377,164.0,176.0,0.523,0,0.704,"May 24, 1954",Hicksville,New York
Christian Laettner,13,868,11121,5806,2224,917.0,675.0,0.48,0.261,0.82,"Aug 17, 1969",Angola,New York
Doron Lamb,2,100,345,95,75,24.0,1.0,0.381,0.394,0.7,"Nov 06, 1991",Queens,New York
Bob Lanier*,14,959,19248,9698,3007,777.0,1100.0,0.514,0.154,0.767,"Sep 10, 1948",Buffalo,New York
York Larese,1,59,302,77,94,,,0.373,,0.806,"Jul 18, 1938",New York,New York
Rudy LaRusso,10,736,11507,6936,1556,,,0.431,,0.767,"Nov 11, 1937",Brooklyn,New York
Andrew Levane,3,103,463,9,204,,,0.31,,0.633,"Apr 11, 1920",Brooklyn,New York
Barry Liebowitz,1,82,894,170,301,,,0.367,0.154,0.805,"Sep 10, 1945",New York,New York
Art Long,3,98,345,319,48,27.0,42.0,0.458,0.667,0.485,"Oct 01, 1972",Rochester,New York
Kevin Loughery,11,755,11575,2254,2803,,,0.413,,0.803,"Mar 28, 1940",Brooklyn,New York
Ray Lumpp,5,300,2462,391,654,,,0.366,,0.767,"Jul 11, 1923",Brooklyn,New York
Scott Machado,1,6,8,1,6,2.0,0.0,0.5,0,1,"Jun 08, 1990",Queens,New York
Ollie Mack,3,128,916,319,230,85.0,11.0,0.458,0,0.674,"Jun 6, 1957",New York,New York
Mike Maloy,3,71,442,268,48,,,0.424,0,0.702,"May 10, 1949",New York,New York
Stephon Marbury,13,846,16297,2516,6471,1022.0,121.0,0.433,0.325,0.784,"Feb 20, 1977",Brooklyn,New York
Ricky Marsh,1,60,269,75,90,29.0,19.0,0.426,,0.697,"Mar 10, 1954",New York,New York
Maurice Martin,2,69,204,65,49,19.0,9.0,0.378,0.211,0.598,"Jul 2, 1964",Liberty,New York
Jamal Mashburn,11,611,11644,3271,2414,632.0,109.0,0.418,0.345,0.766,"Nov 29, 1972",New York,New York
Matt Mazza,1,26,98,,29,,,0.3,,0.711,"Sep 23, 1923",Niagara Falls,New York
Brendan McCann,3,41,74,50,65,,,0.204,,0.7,"Jul 5, 1935",Brooklyn,New York
Paul McCracken,3,37,160,73,33,6.0,0.0,0.45,,0.596,"Sep 11, 1950",New York,New York
Rodney McCray,10,768,9014,5087,2750,585.0,493.0,0.503,0.26,0.761,"Aug 29, 1961",Mount Vernon,New York
Scooter McCray,3,77,224,190,74,21.0,26.0,0.423,,0.611,"Feb 8, 1960",Mount Vernon,New York
Chris McCullough,2,33,136,82,10,28.0,14.0,0.414,0.368,0.5,"Feb 05, 1995",Bronx,New York
Alfred McGuire*,4,191,757,418,363,,,0.379,,0.551,"Sep 7, 1928",New York,New York
Allie McGuire,1,2,4,2,1,0.0,0.0,0.5,,,"Jul 10, 1951",New York,New York
Dick McGuire*,11,738,5921,2784,4205,,,0.389,,0.644,"Jan 25, 1926",Huntington,New York
Tom McMillen,11,729,5914,2913,788,198.0,191.0,0.483,0.12,0.806,"May 26, 1952",Elmira,New York
Eric Mobley,3,113,440,351,57,27.0,61.0,0.541,0.75,0.475,"Feb 01, 1970",Bronx,New York
Doug Moe,5,378,6161,2560,1197,,,0.428,0.213,0.8,"Sep 21, 1938",Brooklyn,New York
Jack Molinas,1,32,370,228,51,,,0.39,,0.759,"Oct 31, 1931",New York,New York
Ron Moore,1,14,24,8,1,5.0,0.0,0.31,,0.75,"Jan 16, 1962",New York,New York
John Morton,3,128,609,161,342,92.0,23.0,0.386,0.224,0.787,"May 18, 1967",Bronx,New York
Arnett Moultrie,2,59,210,180,12,25.0,14.0,0.547,,0.667,"Nov 18, 1990",Queens,New York
Joe Mullaney,1,37,30,,52,,,0.129,,0.8,"Nov 17, 1925",Long Island,New York
Chris Mullin*,16,986,17911,4034,3450,1530.0,549.0,0.509,0.384,0.865,"Jul 30, 1963",New York,New York
Jeff Mullins,12,804,13017,3427,3023,140.0,37.0,0.463,,0.814,"Mar 18, 1942",Astoria,New York
Ruben Nembhard,1,10,40,8,17,9.0,0.0,0.432,0,0.8,"Feb 20, 1972",Bronx,New York
Dave Newmark,3,176,1003,678,128,,,0.42,,0.649,"Sep 11, 1946",Brooklyn,New York
Joakim Noah,10,596,5437,5575,1766,496.0,824.0,0.49,0,0.703,"Feb 25, 1985",New York,New York
George Nostrand,4,221,1804,,184,,,0.305,,0.538,"Jan 25, 1924",Uniondale,New York
Jimmy O'Brien,4,303,1795,618,1244,152.0,3.0,0.402,0.176,0.83,"Apr 9, 1949",New York,New York
Kyle O'Quinn,5,269,1431,1166,294,111.0,233.0,0.502,0.23,0.715,"Mar 26, 1990",Flushing,New York
Dan O'Sullivan,4,45,80,65,10,4.0,5.0,0.397,0,0.743,"Mar 3, 1968",Bronx,New York
Greg Oden,3,105,840,656,51,40.0,130.0,0.574,,0.658,"Jan 22, 1988",Buffalo,New York
Lamar Odom,14,961,12781,8059,3554,848.0,892.0,0.463,0.312,0.693,"Nov 06, 1979",Jamaica,New York
Tom Owens,12,877,9898,5985,1533,331.0,423.0,0.513,0.217,0.743,"Jun 28, 1949",Bronx,New York
Walter Palmer,2,48,100,65,11,4.0,9.0,0.412,0,0.667,"Oct 23, 1968",Ithaca,New York
Smush Parker,5,274,2469,659,791,336.0,44.0,0.426,0.345,0.708,"Jun 01, 1981",New York,New York
Sam Perkins,17,1286,15324,7666,1975,1105.0,933.0,0.459,0.362,0.811,"Jun 14, 1961",Brooklyn,New York
Derrick Phelps,1,3,0,0,1,0.0,0.0,0,,0,"Jul 31, 1972",Queens,New York
Ed Pinckney,12,793,5378,3952,727,612.0,435.0,0.535,0,0.765,"Mar 27, 1963",Bronx,New York
Harold Pressley,4,299,2702,1339,628,275.0,188.0,0.437,0.358,0.778,"Jul 14, 1963",Bronx,New York
Tony Price,1,5,4,0,3,2.0,1.0,0.286,,,"Jan 5, 1957",Bronx,New York
Andy Rautins,1,5,8,1,3,1.0,0.0,0.429,0.25,0.5,"Nov 02, 1986",Syracuse,New York
Allan Ray,1,47,290,69,43,20.0,3.0,0.386,0.414,0.764,"Jun 17, 1984",Bronx,New York
Khalid Reeves,6,277,2167,580,886,234.0,32.0,0.416,0.363,0.744,"Jul 15, 1972",Queens,New York
Billy Reid,1,59,190,60,71,33.0,5.0,0.454,0,0.564,"Sep 10, 1957",New York,New York
Terrence Rencher,1,36,106,44,54,16.0,2.0,0.33,0.31,0.674,"Feb 19, 1973",Bronx,New York
Jerry Reynolds,8,443,4036,1317,904,486.0,250.0,0.418,0.226,0.749,"Dec 23, 1962",Brooklyn,New York
Norm Richardson,1,11,30,8,2,0.0,0.0,0.385,0.5,0.667,"Jul 24, 1979",Brooklyn,New York
Tom Riker,3,82,225,138,24,15.0,5.0,0.38,,0.593,"Feb 28, 1950",Rockville Centre,New York
Pat Riley*,9,528,3906,855,913,112.0,13.0,0.414,,0.705,"Mar 20, 1945",Rome,New York
Mike Riordan,9,639,6334,1830,1524,231.0,35.0,0.47,,0.744,"Jul 9, 1945",New York,New York
Marv Roberts,6,402,3345,1570,517,114.0,21.0,0.433,0.333,0.773,"Jan 29, 1950",Brooklyn,New York
Clifford Robinson,18,1380,19591,6306,3094,1402.0,1390.0,0.438,0.356,0.689,"Dec 16, 1966",Buffalo,New York
Jamal Robinson,1,6,6,11,2,6.0,0.0,0.136,0,,"Dec 27, 1973",Jamaica,New York
John Roche,8,479,5345,736,1880,234.0,45.0,0.469,0.355,0.792,"Sep 26, 1949",New York,New York
Sean Rooks,12,749,4676,2877,631,255.0,499.0,0.459,0.091,0.699,"Sep 9, 1969",New York,New York
Rob Rose,1,2,0,2,0,0.0,0.0,0,,,"Dec 27, 1964",Rochester,New York
Lennie Rosenbluth,2,82,342,145,29,,,0.327,,0.655,"Jan 22, 1933",New York,New York
Jim Rowinski,2,23,57,34,5,1.0,2.0,0.417,,0.844,"Jan 4, 1961",Long Island,New York
Derrick Rowland,1,2,3,1,1,0.0,0.0,0.333,,0.5,"Jun 21, 1959",Brookhaven,New York
Trevor Ruffin,2,110,1011,155,317,57.0,4.0,0.411,0.371,0.795,"Sep 26, 1970",Buffalo,New York
Jeff Ruland,8,332,5763,3378,1002,249.0,267.0,0.564,0.158,0.718,"Dec 16, 1958",Bayshore,New York
John Salley,11,748,5228,3356,916,451.0,983.0,0.506,0.214,0.714,"May 16, 1964",Brooklyn,New York
Tom Sanders*,13,916,8766,5798,1026,,,0.428,,0.767,"Nov 8, 1938",New York,New York
Bob Santini,1,4,11,3,1,,,0.5,,0.5,"Feb 17, 1935",Bronx,New York
Kenny Satterfield,2,75,321,95,176,51.0,3.0,0.335,0.218,0.746,"Apr 10, 1981",New York,New York
Billy Schaeffer,3,137,802,289,94,52.0,20.0,0.472,0.231,0.732,"Dec 11, 1951",Bellerose,New York
Danny Schayes,18,1138,8780,5671,1299,560.0,840.0,0.481,0.133,0.806,"May 10, 1959",Syracuse,New York
Dolph Schayes*,15,996,18438,11256,3072,,,0.38,,0.849,"May 19, 1928",New York,New York
Ossie Schectman,1,54,435,,109,,,0.276,,0.62,"Mar 30, 1919",Kew Gardens,New York
John Schweitz,2,22,57,22,18,0.0,1.0,0.333,0,0.7,"Apr 19, 1960",Waterloo,New York
Charlie Scott,10,717,14837,2846,3515,608.0,152.0,0.448,0.253,0.773,"Dec 15, 1948",New York,New York
Shawnelle Scott,4,105,189,228,20,14.0,23.0,0.464,,0.465,"Jun 16, 1972",New York,New York
Carey Scurry,3,180,847,524,192,182.0,143.0,0.48,0.25,0.666,"Dec 4, 1962",Brooklyn,New York
Malik Sealy,8,493,4955,1585,816,518.0,157.0,0.426,0.292,0.809,"Feb 01, 1970",Bronx,New York
Ed Searcy,1,4,6,0,1,0.0,0.0,0.333,,1,"Apr 17, 1952",New York,New York
Phil Sellers,1,44,198,41,25,22.0,0.0,0.384,,0.722,"Nov 20, 1953",Brooklyn,New York
God Shammgod,1,20,61,7,36,7.0,1.0,0.328,0,0.767,"Apr 29, 1976",New York,New York
Steve Sheppard,2,106,367,178,62,22.0,4.0,0.459,,0.633,"Mar 21, 1954",New York,New York
Al Skinner,6,337,3082,1100,927,328.0,139.0,0.452,0.273,0.813,"Jun 16, 1952",Mount Vernon,New York
Kenny Smith,10,737,9397,1454,4073,759.0,65.0,0.48,0.399,0.829,"Mar 8, 1965",Queens,New York
Michael Smith,3,141,698,212,142,21.0,5.0,0.474,0.15,0.835,"May 19, 1965",Rochester,New York
Randy Smith,12,976,16262,3597,4487,1403.0,57.0,0.47,0.155,0.781,"Dec 12, 1948",Bellport,New York
Russ Smith,2,27,53,15,19,8.0,1.0,0.319,0.188,0.769,"Apr 19, 1991",New York,New York
